Property_ID,Property_Type,Property_Size,Bedrooms,Bathrooms,Location,Furnishing,Age_of_Property,Amenities,Proximity_to_Important_Locations,Date_of_Listing,Historical_Prices,Price,Floor_Level,Property_Status
361,Apartment,186,1,1,Bekasi,Unfurnished,27,Gym,13.64,2022-03-24,"[2447588452, 2583565588, 2665151870]",2719542724.2954845,6,New
362,Apartment,81,2,2,Bekasi,Unfurnished,1,Gym,5.83,2021-08-13,"[887110577, 936394498, 965964851]",985678419.191265,9,New
363,Apartment,45,3,1,Jakarta Selatan,Unfurnished,20,Gym_Security,5.9,2022-09-01,"[521148643, 550101346, 567472967]",694864857.952927,8,New
364,Apartment,157,3,2,Jakarta Pusat,Semi,20,Pool_Gym,0.83,2022-11-09,"[1894493461, 1999743097, 2062892879]",2631240917.6845894,14,New
365,Apartment,88,1,3,Jakarta Selatan,Unfurnished,7,Gym,3.87,2022-04-27,"[903291173, 953474016, 983583722]",1204388230.6789432,2,New
366,Apartment,154,1,1,Jakarta Utara,Fully,16,Pool_Gym_Security,11.72,2022-04-03,"[1607477902, 1696782230, 1750364827]",1964695214.0874453,4,New
367,Apartment,160,3,1,Bogor,Unfurnished,17,Pool_Gym,4.67,2021-10-04,"[1698192483, 1792536510, 1849142926]",1886880537.1891093,19,New
368,House,55,1,1,Bekasi,Fully,14,Security,1.96,2021-05-30,"[511251681, 539654552, 556696275]",568057423.279151,3,New
369,House,244,2,1,Bekasi,Fully,25,Pool_Gym,1.71,2022-05-07,"[3004761079, 3171692250, 3271850953]",3338623421.5109277,1,New
370,Condo,131,1,1,Jakarta Barat,Semi,27,None,9.09,2022-09-05,"[1338899805, 1413283127, 1457913121]",1710816416.9802954,1,New
371,House,185,2,1,Jakarta Utara,Semi,3,Pool_Gym_Security,4.25,2021-02-15,"[1787934032, 1887263701, 1946861502]",2185252706.0822086,1,New
372,House,153,3,2,Bekasi,Semi,16,Pool_Gym_Security,13.98,2021-04-09,"[1453823151, 1534591103, 1583051875]",1615359056.1493993,2,Pre-sale
373,House,151,4,1,Tangerang,Fully,6,Pool_Gym,4.76,2022-07-15,"[1501787345, 1585219975, 1635279554]",1668652605.7447104,4,New
374,Apartment,137,3,1,Jakarta Timur,Unfurnished,29,Pool,14.68,2021-04-02,"[1386235172, 1463248237, 1509456076]",1617274367.62981,10,New
375,House,84,2,2,Tangerang,Fully,0,None,13.9,2021-10-21,"[1058418002, 1117219002, 1152499602]",1176020001.736236,2,New
376,House,222,3,3,Bekasi,Unfurnished,9,Security,15.51,2021-06-18,"[2310050589, 2438386733, 2515388420]",2566722877.134212,1,New
377,Apartment,126,1,3,Jakarta Pusat,Fully,0,Gym,1.86,2021-07-20,"[1216583135, 1284171087, 1324723858]",1689698798.8123121,17,Under Construction
378,Apartment,135,4,2,Jakarta Selatan,Unfurnished,25,Pool,15.43,2022-08-16,"[1737311998, 1833829331, 1891739731]",2316415997.533524,13,New
379,Apartment,107,3,3,Jakarta Barat,Semi,16,Pool_Gym,6.15,2022-02-21,"[997635749, 1053059958, 1086314483]",1274756790.97212,12,Pre-sale
380,Apartment,179,1,1,Jakarta Utara,Semi,27,Pool_Security,8.63,2022-02-16,"[2169500967, 2290028799, 2362345498]",2651612293.3634663,20,New
381,Apartment,112,2,3,Jakarta Barat,Fully,1,Gym_Security,18.62,2022-09-18,"[1102604397, 1163860197, 1200613676]",1408883395.8639133,17,Pre-sale
382,Apartment,60,3,2,Bekasi,Fully,28,None,8.8,2021-11-21,"[778127025, 821356304, 847293872]",864585583.528988,20,New
383,Condo,183,3,3,Jakarta Selatan,Fully,7,Pool_Gym_Security,7.46,2022-10-24,"[1902809506, 2008521145, 2071948128]",2537079340.993937,3,New
384,House,74,2,2,Jakarta Timur,Unfurnished,28,Gym_Security,1.5,2022-10-28,"[670368136, 707610811, 729956415]",782096159.237448,4,Under Construction
385,Apartment,211,1,1,Tangerang,Unfurnished,29,None,11.22,2022-03-30,"[2678304274, 2827098956, 2916375765]",2975893637.585333,18,New
386,Apartment,125,4,1,Depok,Unfurnished,2,Pool_Gym,17.39,2021-08-11,"[1479628992, 1561830603, 1611151569]",1644032213.651085,4,New
387,Apartment,86,4,3,Tangerang,Unfurnished,15,Pool_Gym_Security,17.55,2022-06-18,"[816448546, 861806798, 889021750]",907165050.9443083,15,Pre-sale
388,Condo,62,1,1,Tangerang,Semi,1,Pool_Security,3.25,2022-07-03,"[672463369, 709822445, 732237890]",747181520.883531,12,New
389,Apartment,213,3,1,Bekasi,Unfurnished,14,None,18.76,2022-10-01,"[2180299898, 2301427670, 2374104333]",2422555441.8246584,5,New
390,Apartment,142,2,3,Jakarta Pusat,Fully,24,Pool_Gym_Security,3.23,2021-10-06,"[1721411956, 1817045953, 1874426352]",2390849938.7539825,16,New
391,Condo,167,2,1,Jakarta Timur,Fully,16,None,10.46,2022-06-08,"[2247028830, 2371863765, 2446764726]",2621533634.761789,6,New
392,Apartment,94,1,1,Depok,Semi,18,Gym_Security,15.18,2021-05-18,"[987785620, 1042662599, 1075588786]",1097539577.5543897,10,Under Construction
393,Apartment,189,3,3,Jakarta Timur,Unfurnished,2,Gym,2.41,2022-04-18,"[1810032324, 1910589675, 1970924086]",2111704377.4760766,13,New
394,Apartment,207,4,3,Bogor,Semi,25,None,3.72,2022-04-20,"[2654248147, 2801706377, 2890181315]",2949164607.5458136,16,New
395,House,243,1,2,Jakarta Pusat,Unfurnished,16,Pool_Gym_Security,17.53,2022-10-08,"[2469939470, 2607158329, 2689489645]",3430471485.9938955,2,Pre-sale
396,House,217,2,2,Jakarta Utara,Semi,2,Security,4.57,2022-09-03,"[2703646739, 2853849335, 2943970893]",3304457125.2930775,4,Pre-sale
397,House,153,3,3,Depok,Unfurnished,24,Pool_Security,8.4,2021-09-29,"[2026124806, 2138687295, 2206224788]",2251249784.053203,5,New
398,Apartment,80,2,3,Bekasi,Semi,21,Pool_Gym_Security,5.1,2022-05-13,"[889129931, 938526039, 968163703]",987922146.0848219,4,Under Construction
399,House,73,4,1,Tangerang,Unfurnished,14,Pool_Gym,13.13,2021-08-25,"[767338478, 809968393, 835546342]",852598308.4971713,2,New
400,House,208,3,3,Jakarta Utara,Unfurnished,24,Pool_Gym,15.67,2022-01-29,"[2199681580, 2321886113, 2395208832]",2688499709.2287993,4,Under Construction
401,Apartment,39,2,1,Tangerang,Semi,4,None,1.77,2021-11-19,"[389675472, 411324110, 424313292]",432972747.09164786,15,Under Construction
402,House,70,3,2,Tangerang,Unfurnished,24,Pool,5.62,2021-03-12,"[779983268, 823315672, 849315115]",866648076.0763882,4,New
403,House,41,3,3,Jakarta Pusat,Fully,20,Gym_Security,2.06,2021-10-24,"[372126738, 392800445, 405204670]",516842691.0091404,2,New
404,Apartment,196,3,2,Tangerang,Fully,1,Gym_Security,15.39,2021-01-08,"[2613331339, 2758516413, 2845627458]",2903701487.685271,7,New
405,House,217,3,3,Bekasi,Fully,12,Pool_Gym_Security,7.41,2021-09-04,"[2544069504, 2685406699, 2770209016]",2826743893.6753564,4,Under Construction
406,House,227,1,3,Depok,Unfurnished,8,Pool_Gym_Security,11.11,2021-11-17,"[2308369270, 2436612007, 2513557649]",2564854743.918884,2,Under Construction
407,House,86,4,3,Tangerang,Unfurnished,23,Pool_Gym,2.49,2022-04-30,"[1134031241, 1197032977, 1234834018]",1260034712.3546543,4,New
408,House,213,4,1,Jakarta Selatan,Fully,14,Gym_Security,13.4,2022-12-17,"[2272724634, 2398987113, 2474744601]",3030299511.7368045,2,Pre-sale
409,Condo,52,3,2,Jakarta Utara,Unfurnished,11,Pool_Gym,13.58,2022-01-12,"[638717888, 674202215, 695492812]",780655196.6917843,12,New
410,Apartment,210,1,3,Jakarta Utara,Semi,22,Pool_Security,15.74,2021-12-30,"[2679473966, 2828333631, 2917649430]",3274912625.1614685,14,New
411,House,138,4,1,Bekasi,Unfurnished,4,None,17.28,2022-08-09,"[1693386902, 1787463952, 1843910182]",1881541002.4276273,2,New
412,House,43,3,1,Jakarta Utara,Semi,8,None,2.27,2022-02-10,"[561835580, 593048668, 611776520]",686687930.9764664,3,Pre-sale
413,House,211,4,1,Jakarta Barat,Semi,8,None,17.43,2021-07-25,"[2362621028, 2493877751, 2572631786]",3018904646.372244,2,New
414,House,60,2,3,Tangerang,Semi,4,Security,9.55,2022-10-20,"[769988727, 812765878, 838432169]",855543029.812871,4,New
415,Apartment,96,3,2,Tangerang,Unfurnished,6,Pool_Gym_Security,19.28,2022-10-30,"[1191352983, 1257539260, 1297251026]",1323725536.3907125,16,New
416,House,157,4,3,Jakarta Timur,Semi,23,Pool_Gym_Security,11.9,2021-10-14,"[1661987577, 1754320220, 1809719806]",1938985506.801584,3,Under Construction
417,House,93,4,1,Depok,Semi,26,Pool_Gym_Security,14.63,2022-11-07,"[1108174521, 1169739773, 1206678923]",1231305023.8264735,2,Pre-sale
418,House,138,2,3,Jakarta Utara,Unfurnished,3,None,1.47,2021-09-17,"[1402382322, 1480292451, 1527038528]",1714022837.9822054,4,Pre-sale
419,House,184,3,1,Tangerang,Unfurnished,10,Gym_Security,3.28,2021-06-09,"[2289055080, 2416224806, 2492526642]",2543394533.0293584,5,New
420,Apartment,207,4,3,Tangerang,Unfurnished,4,Pool,17.26,2022-09-27,"[2696005120, 2845783182, 2935650019]",2995561243.9630637,10,New
421,Apartment,206,3,1,Jakarta Selatan,Semi,27,Pool_Gym_Security,19.06,2021-12-06,"[2105654762, 2222635582, 2292824074]",2807539682.549557,8,New
422,Apartment,186,1,3,Jakarta Timur,Semi,5,Gym,9.72,2022-01-27,"[1827747317, 1929288835, 1990213745]",2132371869.8429956,9,New
423,House,53,1,3,Jakarta Barat,Unfurnished,7,Pool_Gym_Security,11.67,2022-01-03,"[509211071, 537500575, 554474277]",650658590.7236633,5,Under Construction
424,Apartment,221,4,3,Tangerang,Fully,25,None,5.84,2022-06-18,"[2485317265, 2623390446, 2706234355]",2761463627.52092,6,Pre-sale
425,Apartment,178,2,2,Jakarta Pusat,Semi,21,Pool_Gym,7.09,2022-07-14,"[1887219209, 1992064721, 2054972028]",2621137790.553568,13,New
426,House,161,2,3,Tangerang,Semi,3,Pool_Gym_Security,8.23,2022-07-11,"[1501502627, 1584919440, 1634969527]",1668336252.5015275,3,New
427,House,165,4,2,Bogor,Fully,10,Pool_Gym_Security,7.4,2022-10-12,"[1908787318, 2014831058, 2078457302]",2120874797.649217,2,New
428,Apartment,114,1,3,Jakarta Timur,Semi,6,Pool_Gym,5.65,2022-02-28,"[1290991431, 1362713177, 1405746225]",1506156669.6389382,11,Under Construction
429,House,192,1,3,Bekasi,Unfurnished,1,None,15.59,2022-02-15,"[2382368099, 2514721883, 2594134153]",2647075665.8552465,1,New
430,Condo,171,3,1,Jakarta Timur,Fully,1,Pool,13.37,2021-07-21,"[1586768634, 1674922447, 1727814735]",1851230072.8286943,15,Under Construction
431,House,162,2,2,Jakarta Timur,Semi,24,Pool_Security,7.19,2022-05-20,"[1804459923, 1904707697, 1964856361]",2105203243.662152,2,New
432,Apartment,223,2,2,Bogor,Unfurnished,4,Gym,8.67,2022-11-01,"[2836247328, 2993816625, 3088358202]",3151385920.540621,13,Under Construction
433,House,184,2,1,Tangerang,Fully,8,Gym,11.28,2022-11-12,"[2037042967, 2150212021, 2218113453]",2263381074.224008,2,Under Construction
434,Apartment,150,3,3,Jakarta Selatan,Unfurnished,2,Pool_Gym,10.63,2022-02-27,"[1406499919, 1484638803, 1531522134]",1875333224.9938734,3,New
435,Apartment,128,1,2,Jakarta Timur,Semi,9,Security,17.33,2021-02-24,"[1429345903, 1508754009, 1556398872]",1667570220.334453,6,New
436,Apartment,218,3,3,Bekasi,Fully,11,None,19.55,2022-06-04,"[2803769384, 2959534350, 3052993329]",3115299315.711216,16,New
437,House,84,3,2,Tangerang,Semi,6,Security,17.42,2022-10-30,"[922972110, 974248339, 1005014076]",1025524567.0013292,4,Pre-sale
438,House,228,3,3,Jakarta Barat,Unfurnished,3,Security,17.51,2021-11-18,"[2479018105, 2616741333, 2699375270]",3167634245.7876854,3,Under Construction
439,Apartment,187,4,3,Bekasi,Semi,14,Pool_Security,8.23,2021-11-13,"[2264932960, 2390762569, 2466260334]",2516592177.3713913,4,New
440,Apartment,64,2,3,Bekasi,Unfurnished,22,Pool_Gym_Security,18.63,2022-01-26,"[838905584, 885511450, 913474969]",932117315.744478,9,New
441,Apartment,126,3,3,Tangerang,Unfurnished,22,None,5.86,2022-10-25,"[1514951086, 1599115035, 1649613405]",1683278984.6877406,19,Pre-sale
442,Apartment,152,2,3,Bekasi,Semi,7,Security,3.32,2022-03-14,"[1573565994, 1660986327, 1713438527]",1748406660.302639,4,Pre-sale
443,Condo,233,1,2,Jakarta Barat,Unfurnished,27,Pool_Security,5.92,2022-01-07,"[2955162381, 3119338069, 3217843482]",3776040820.1779737,15,New
444,Apartment,196,4,3,Jakarta Utara,Semi,26,Pool_Gym_Security,12.22,2021-08-31,"[2313890234, 2442439692, 2519569366]",2828088063.881374,14,New
445,Apartment,52,2,1,Jakarta Timur,Unfurnished,0,Gym_Security,3.14,2021-04-07,"[485928617, 512924651, 529122272]",566916719.4648228,13,New
446,Apartment,176,2,2,Bogor,Unfurnished,7,Pool_Gym,19.01,2021-02-06,"[1908397457, 2014419538, 2078032787]",2120441619.1296153,15,New
447,House,62,1,1,Tangerang,Fully,1,Gym,11.99,2022-08-03,"[768056366, 810726164, 836328043]",853395962.3400521,4,Under Construction
448,House,228,3,1,Jakarta Selatan,Unfurnished,14,Pool_Gym_Security,13.54,2021-05-15,"[2083179023, 2198911191, 2268350492]",2777572031.053392,1,New
449,Apartment,72,2,1,Jakarta Barat,Semi,10,Pool_Gym_Security,19.39,2022-07-08,"[742450126, 783697355, 808445693]",948686272.4442465,19,New
450,Apartment,232,4,3,Bekasi,Fully,10,Pool,4.39,2022-05-16,"[2562228953, 2704575006, 2789982638]",2846921059.226281,9,Under Construction
451,House,61,2,1,Tangerang,Semi,28,Pool_Security,14.26,2021-06-18,"[594376683, 627397610, 647210166]",660418536.8707962,3,New
452,House,161,2,2,Tangerang,Unfurnished,2,Pool_Gym_Security,10.3,2022-10-01,"[1914369388, 2020723243, 2084535556]",2127077097.922569,3,Pre-sale
453,Apartment,210,3,1,Tangerang,Unfurnished,13,Pool,19.41,2021-01-21,"[2822994700, 2979827739, 3073927562]",3136660777.9297028,3,Pre-sale
454,House,197,2,3,Jakarta Pusat,Unfurnished,17,Gym,17.97,2022-05-06,"[2005720784, 2117149716, 2184007075]",2785723310.4836473,5,New
455,House,206,3,1,Tangerang,Semi,16,Pool_Gym_Security,10.05,2022-12-22,"[2754526951, 2907556226, 2999373791]",3060585501.1122317,3,New
456,Apartment,176,2,1,Tangerang,Unfurnished,24,Pool_Gym_Security,19.76,2021-05-27,"[2223388108, 2346909669, 2421022606]",2470431230.6008697,2,New
457,Apartment,111,3,2,Jakarta Utara,Fully,5,Pool,12.66,2021-11-10,"[1295080001, 1367028890, 1410198224]",1582875557.2684014,15,Pre-sale
458,Apartment,68,4,3,Tangerang,Unfurnished,26,None,18.63,2022-07-24,"[671856009, 709181342, 731576543]",746506676.2685058,10,Under Construction
459,House,202,3,1,Bogor,Fully,15,Security,11.82,2022-09-18,"[2440347213, 2575922058, 2657266965]",2711496903.4783506,2,New
460,Condo,102,3,2,Jakarta Selatan,Fully,1,Pool_Gym_Security,11.6,2022-10-26,"[1009775642, 1065874288, 1099533476]",1346367522.175172,15,New
461,Apartment,124,3,1,Depok,Fully,6,Pool_Security,7.71,2022-07-01,"[1299089326, 1371260955, 1414563933]",1443432584.5838375,18,New
462,Apartment,232,2,3,Bekasi,Fully,4,Security,19.91,2021-10-27,"[2938349810, 3101591466, 3199536460]",3264833122.494542,2,Pre-sale
463,Condo,56,3,3,Tangerang,Semi,29,Pool_Gym,3.59,2021-05-16,"[599829367, 633153221, 653147533]",666477074.9121039,6,New
464,Apartment,31,2,1,Bekasi,Fully,24,Pool_Gym_Security,17.58,2022-06-10,"[295095968, 311490188, 321326720]",327884408.50291044,6,New
465,Apartment,124,2,3,Jakarta Barat,Unfurnished,2,Gym_Security,5.74,2022-12-07,"[1652812678, 1744635604, 1799729360]",2111927310.1710916,20,New
466,Apartment,148,2,1,Jakarta Selatan,Fully,21,Gym_Security,19.69,2021-07-01,"[1890393636, 1995415505, 2058428626]",2520524848.2433805,4,New
467,House,40,4,1,Bogor,Semi,26,Pool_Security,5.4,2021-07-01,"[405489067, 428016237, 441532539]",450543407.6105106,3,New
468,Apartment,170,3,3,Tangerang,Fully,20,None,12.27,2021-04-22,"[1614622866, 1704324137, 1758144899]",1794025406.9914415,7,New
469,Apartment,105,3,1,Tangerang,Unfurnished,20,Gym,14.54,2022-05-18,"[967345039, 1021086430, 1053331265]",1074827821.1788993,4,New
470,House,112,4,3,Bekasi,Unfurnished,24,Pool,10.0,2022-10-12,"[1009906398, 1066012308, 1099675855]",1122118219.448968,2,Under Construction
471,House,99,3,2,Jakarta Pusat,Fully,20,Pool_Gym_Security,16.13,2021-10-04,"[1246069297, 1315295369, 1356831012]",1730651800.9020433,5,New
472,Apartment,79,4,1,Tangerang,Semi,19,Pool_Gym,5.36,2021-11-19,"[750971919, 792692581, 817724978]",834413242.8902605,15,New
473,Apartment,104,2,1,Jakarta Utara,Semi,2,Gym_Security,18.07,2022-10-18,"[1330502178, 1404418966, 1448769038]",1626169328.842635,18,Under Construction
474,Apartment,112,3,2,Jakarta Utara,Unfurnished,5,Pool_Security,17.38,2021-04-03,"[1113065150, 1174902103, 1212004275]",1360412961.455009,11,New
475,Apartment,128,3,3,Bekasi,Semi,28,Pool_Gym,18.23,2021-12-06,"[1673014318, 1765959557, 1821726701]",1858904797.2637782,14,Under Construction
476,House,179,1,3,Bogor,Unfurnished,1,Gym,2.84,2022-09-18,"[1716607940, 1811975048, 1869195312]",1907342155.2633348,4,New
477,House,34,4,2,Jakarta Selatan,Semi,21,Gym,2.58,2021-04-21,"[342341279, 361360239, 372771615]",456455038.76647544,5,New
478,House,213,4,2,Bekasi,Fully,14,Pool,4.13,2021-05-05,"[2766051000, 2919720500, 3011922200]",3073390000.230155,2,Pre-sale
479,Apartment,174,2,1,Tangerang,Semi,15,Gym_Security,9.37,2022-09-22,"[1770046597, 1868382519, 1927384072]",1966718440.750171,16,Under Construction
480,House,34,2,3,Bogor,Fully,0,Pool_Gym_Security,14.6,2022-04-26,"[430394584, 454305395, 468651881]",478216204.9302965,3,Under Construction
481,Apartment,192,1,3,Jakarta Selatan,Unfurnished,23,Pool_Gym_Security,9.77,2021-05-23,"[1758297383, 1855980570, 1914590483]",2344396510.031586,20,New
482,House,188,1,1,Depok,Semi,15,Pool_Gym_Security,0.79,2022-01-30,"[2233581958, 2357669844, 2432122576]",2481757730.977735,3,Pre-sale
483,Apartment,192,3,2,Tangerang,Semi,20,Pool_Security,7.6,2021-06-11,"[2002831270, 2114099674, 2180860716]",2225368077.995552,19,Pre-sale
484,Apartment,130,4,1,Depok,Unfurnished,9,Pool_Gym,1.12,2021-03-03,"[1675808527, 1768909001, 1824769285]",1862009474.9285738,18,Under Construction
485,Apartment,64,2,3,Jakarta Timur,Fully,20,Pool_Gym_Security,8.45,2021-02-20,"[764087901, 806537229, 832006825]",891435884.3684312,12,New
486,House,169,3,2,Jakarta Pusat,Semi,20,Pool,13.35,2021-07-15,"[1966198754, 2075432019, 2140971977]",2730831603.324688,4,New
487,Apartment,135,1,1,Jakarta Pusat,Fully,10,Pool_Gym_Security,13.75,2021-05-20,"[1489014000, 1571737000, 1621370800]",2068075000.6132655,1,Pre-sale
488,Apartment,81,4,1,Tangerang,Fully,17,None,17.33,2021-02-01,"[744092351, 785430815, 810233894]",826769279.2399434,13,Under Construction
489,Apartment,39,1,3,Jakarta Utara,Unfurnished,21,Gym_Security,11.55,2022-02-05,"[481393307, 508137380, 524183824]",588369597.9112207,6,New
490,Apartment,116,4,1,Tangerang,Unfurnished,2,Security,2.93,2022-07-26,"[1253965890, 1323630662, 1365429525]",1393295433.7175412,9,New
491,Condo,82,3,1,Tangerang,Unfurnished,22,Security,8.15,2022-01-02,"[753865642, 795747066, 820875921]",837628490.9325743,15,New
492,House,93,3,2,Tangerang,Unfurnished,11,Pool_Gym_Security,13.91,2022-08-01,"[1078187767, 1138087088, 1174026680]",1197986408.3263257,1,New
493,Apartment,187,2,1,Depok,Unfurnished,20,Pool_Gym_Security,19.99,2022-12-21,"[2077980176, 2193423520, 2262689525]",2308866862.663668,14,New
494,Apartment,180,3,3,Jakarta Utara,Unfurnished,1,None,8.2,2022-02-01,"[2304698062, 2432736843, 2509560111]",2816853186.3158503,14,Pre-sale
495,Condo,244,4,1,Bekasi,Unfurnished,7,Pool_Security,16.18,2021-07-29,"[2812705523, 2968966941, 3062723792]",3125228359.1238937,8,New
496,Condo,224,4,2,Jakarta Timur,Fully,18,Pool_Gym_Security,12.42,2022-07-14,"[2531473110, 2672110505, 2756492942]",2953385295.4063587,18,Pre-sale
497,House,172,3,1,Bekasi,Unfurnished,13,Gym_Security,4.31,2022-09-14,"[1847433593, 1950068792, 2011649912]",2052703991.8740962,2,New
498,Apartment,37,3,1,Jakarta Barat,Fully,27,Pool_Gym_Security,1.93,2021-03-25,"[386190083, 407645088, 420518091]",493465106.5557142,10,New
499,Apartment,249,1,3,Jakarta Barat,Fully,20,None,5.05,2021-12-23,"[3223755407, 3402852929, 3510311443]",4119243019.5016327,16,New
500,Apartment,141,3,3,Tangerang,Fully,18,Pool_Gym_Security,5.66,2022-06-13,"[1739151936, 1835771488, 1893743219]",1932391040.2044296,4,New
501,House,32,3,1,Jakarta Utara,Fully,17,Security,3.48,2021-12-12,"[425914249, 449576152, 463773294]",520561860.0794591,1,New
502,House,92,2,3,Tangerang,Semi,17,Pool_Gym_Security,19.5,2021-01-19,"[1032279430, 1089628287, 1124037601]",1146977144.0955427,2,Under Construction
503,Apartment,48,3,2,Depok,Semi,26,Pool_Security,8.6,2022-12-22,"[635735832, 671054489, 692245684]",706373146.7578281,19,New
504,House,147,3,3,Bekasi,Fully,24,None,18.12,2022-05-09,"[1433950038, 1513613930, 1561412264]",1593277820.5289967,1,New
505,Apartment,193,4,3,Jakarta Pusat,Semi,27,None,11.2,2022-10-31,"[2575117127, 2718179190, 2804016427]",3576551565.162006,9,Pre-sale
506,Apartment,90,3,2,Jakarta Timur,Unfurnished,10,None,16.75,2022-12-24,"[831573392, 877771913, 905491027]",970168956.9834697,9,Under Construction
507,House,115,4,2,Jakarta Pusat,Unfurnished,29,None,7.2,2021-01-06,"[1348663847, 1423589616, 1468545078]",1873144232.0879607,1,Pre-sale
508,House,155,4,2,Jakarta Barat,Unfurnished,8,Pool_Gym,6.29,2022-11-24,"[1884017530, 1988685171, 2051485755]",2407355733.363015,1,New
509,Apartment,184,2,3,Jakarta Barat,Fully,5,Security,16.17,2022-12-04,"[2469437665, 2606628647, 2688943235]",3155392572.263482,3,New
510,Apartment,221,4,1,Jakarta Barat,Semi,7,Pool,13.68,2022-03-03,"[2356724103, 2487653220, 2566210690]",3011369687.299965,1,Pre-sale
511,Apartment,33,1,3,Bekasi,Unfurnished,15,Pool_Gym_Security,11.73,2021-11-20,"[303661410, 320531488, 330653535]",337401566.2134007,11,New
512,Apartment,115,3,3,Jakarta Pusat,Fully,2,Gym,5.16,2022-09-24,"[1120238637, 1182474116, 1219815404]",1555886995.3917634,18,Pre-sale
513,House,44,4,1,Tangerang,Unfurnished,27,Pool,8.61,2021-07-01,"[580829872, 613098198, 632459194]",645366524.502879,4,New
514,House,179,4,1,Jakarta Selatan,Semi,3,Pool,14.45,2021-08-29,"[1864209444, 1967776635, 2029916950]",2485612592.1398225,5,New
515,House,50,4,1,Jakarta Barat,Semi,9,Pool_Gym_Security,15.55,2022-04-14,"[607194484, 640927511, 661167327]",775859618.0939257,3,Under Construction
516,House,157,3,3,Tangerang,Unfurnished,24,Gym_Security,4.93,2021-09-09,"[2038880214, 2152151337, 2220114011]",2265422460.043038,2,New
517,Apartment,113,4,3,Bekasi,Fully,23,Pool_Gym,5.19,2022-11-23,"[1256107958, 1325891733, 1367761998]",1395675508.6257355,16,New
518,House,214,1,1,Jakarta Barat,Fully,4,Security,6.43,2021-11-11,"[2469722689, 2606929505, 2689253595]",3155756769.583987,3,Pre-sale
519,Condo,66,3,3,Jakarta Utara,Fully,12,Security,3.78,2022-10-13,"[687726626, 725933661, 748857882]",840554765.4988363,9,Pre-sale
520,Apartment,211,3,1,Bogor,Fully,20,Pool,11.16,2021-04-18,"[2035670720, 2148763538, 2216619229]",2261856355.8690825,6,New
521,House,238,4,1,Depok,Unfurnished,27,Gym_Security,19.72,2022-06-29,"[2783798350, 2938453814, 3031247093]",3093109278.227208,1,Pre-sale
522,Apartment,186,4,2,Bekasi,Unfurnished,8,Pool_Gym,8.58,2021-02-17,"[2379898755, 2512115352, 2591445311]",2644331949.8167562,15,Under Construction
523,Apartment,171,3,1,Bekasi,Unfurnished,23,Gym,11.4,2022-12-03,"[2157451016, 2277309406, 2349224440]",2397167795.6147466,17,Pre-sale
524,Apartment,34,4,2,Jakarta Selatan,Unfurnished,3,None,7.89,2021-07-19,"[350900775, 370395262, 382091955]",467867699.49115574,9,New
525,House,88,1,3,Depok,Semi,19,Gym,11.35,2021-09-29,"[884629765, 933775863, 963263522]",982921961.1149008,2,Under Construction
526,Condo,42,3,1,Bogor,Fully,13,Gym,4.14,2022-03-31,"[509720214, 538038004, 555028678]",566355793.6162184,4,New
527,Apartment,106,3,2,Tangerang,Unfurnished,7,Pool_Gym,13.0,2021-08-20,"[1208787333, 1275942184, 1316235096]",1343097036.2988296,16,Under Construction
528,Apartment,239,1,1,Depok,Semi,29,None,12.02,2021-05-31,"[2983714597, 3149476519, 3248933672]",3315238440.939164,19,Under Construction
529,Apartment,74,4,1,Jakarta Timur,Fully,0,Pool_Security,5.47,2022-11-09,"[775550537, 818636677, 844488362]",904808959.315122,10,New
530,House,168,1,3,Jakarta Barat,Fully,24,Pool,8.52,2021-07-27,"[2126062745, 2244177342, 2315046100]",2716635729.758636,2,Under Construction
531,Apartment,150,2,1,Jakarta Timur,Semi,12,Pool_Gym_Security,18.1,2022-12-25,"[1655628344, 1747607696, 1802795308]",1931566401.0598018,15,New
532,House,93,1,3,Jakarta Utara,Semi,14,Pool,7.8,2021-11-24,"[1135609102, 1198698497, 1236552133]",1387966680.3899405,3,New
533,House,69,4,2,Tangerang,Semi,4,Security,18.76,2022-02-02,"[637224599, 672625965, 693866785]",708027331.7019107,3,New
534,Apartment,130,4,2,Jakarta Barat,Unfurnished,23,Gym,18.65,2021-10-07,"[1634864059, 1725689840, 1780185309]",2088992964.430191,3,New
535,House,81,1,3,Jakarta Pusat,Fully,6,Pool_Gym,1.61,2021-06-26,"[831898099, 878114661, 905844597]",1155414027.029981,5,New
536,House,113,4,3,Jakarta Barat,Fully,11,Pool_Gym,2.89,2021-11-20,"[1437731319, 1517605281, 1565529658]",1837101129.2945774,2,New
537,Apartment,244,1,2,Jakarta Utara,Unfurnished,14,Pool_Gym_Security,2.87,2021-05-07,"[2681520244, 2830493591, 2919877599]",3277413631.340148,1,New
538,Apartment,227,1,1,Jakarta Pusat,Unfurnished,26,Pool_Gym,19.98,2022-08-10,"[2062569573, 2177156771, 2245909090]",2864679961.932094,20,New
539,Condo,87,2,2,Jakarta Selatan,Unfurnished,3,None,14.98,2021-11-01,"[1109551516, 1171193267, 1208178317]",1479402021.291352,9,New
540,Apartment,75,4,2,Jakarta Barat,Semi,26,None,13.42,2021-12-03,"[841119186, 887848029, 915885336]",1074763404.1002765,19,New
